CISTABLENAME,CISCOLUMNNAME,CISSERVICE,CSISERVICE,CSISRVELMCLASS,CSISRVELMPROPNAME,CSISRVELMATTRNAME,DESCRIPTION,STATUS
MTN_MESHING,RemotePCR,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,Transport,,Remote-To-Local PCR,PVCQUERY,0
MTN_MESHING,RemoteSCR,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,Transport,,Remote-To-Local SCR,PVCQUERY,0
MTN_MESHING,RemoteVCI,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,Transport,,,PVCQUERY,0
MTN_MESHING,RemoteVPI,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,Transport,,,PVCQUERY,0
MTN_MESHING,CIR,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,Transport,,CIR,PVCQUERY,0
MTN_MESHING,EIR,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,Transport,,EIR,PVCQUERY,0
MTN_MESHING,LocalDLCI,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,Transport,,Local DLCI,PVCQUERY,0
MTN_MESHING,RemoteDLCI,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,Transport,,Remote DLCI,PVCQUERY,0
MTN_MESHING,RemoteToLocalCIR,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,Transport,,Remote-to-Local CIR,PVCQUERY,0
MTN_MESHING,RemoteToLocalEIR,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,Transport,,Remote-to-Local EIR,PVCQUERY,0
IP_ROUTER,S_Type,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,VERSION,ServiceID,,,0
IP_ROUTER,CustCode,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,VERSION,CustHandle,,ROUTERQUERY,0
IP_ROUTER,ServiceOrigin,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,,,,ROUTERQUERY,0
IP_ROUTER,ServiceStatus,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,,,,ROUTERQUERY,0
IP_ROUTER,ServiceSubStatus,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,,,,ROUTERQUERY,0
IP_ROUTER,ConfigStatus,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,,,,ROUTERQUERY,0
IP_ROUTER,CreationDate,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,VERSION,,,ROUTERQUERY,0
IP_ROUTER,LastModifDate,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,VERSION,OrdersentDate,,ROUTERQUERY,0
IP_ROUTER,Address1,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteInformation,Address1,,ROUTERQUERY,0
IP_ROUTER,Address2,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteInformation,Address2,,ROUTERQUERY,0
IP_ROUTER,Address3,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteInformation,Address3,,ROUTERQUERY,0
IP_ROUTER,CityCode,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteInformation,CityCode,,ROUTERQUERY,0
IP_ROUTER,CountryCode,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteInformation,CountryCode,,ROUTERQUERY,0
IP_ROUTER,PostalCode,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteInformation,PostalCode,,ROUTERQUERY,0
IP_ROUTER,StateCode,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteInformation,Statecode,,ROUTERQUERY,0
IP_ROUTER,CityName,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteInformation,CityName,,ROUTERQUERY,0
IP_ROUTER,ContactName,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteContact,ContactName,,ROUTERQUERY,0
IP_ROUTER,TelephoneNumber,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteContact,TelephoneNumber,,ROUTERQUERY,0
IP_ROUTER,FaxNumber,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteContact,FaxNumber,,ROUTERQUERY,0
IP_ROUTER,EmailAddress,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteContact,EmailAddress,,ROUTERQUERY,0
IP_ROUTER,CustomerLastModifDate,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteInformation,LastModifDate,,ROUTERQUERY,0
IP_ROUTER,USID,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,CPE,ID,,ROUTERQUERY,0
IP_ROUTER,RouterName,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,CPE,,Router Name,ROUTERQUERY,0
IP_ROUTER,RouterCustDefinedCode,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,CPE,,Router Customer Defined Code,ROUTERQUERY,0
IP_ROUTER,RouterSellingEntityCrossRef,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,CPE,,Router Selling Entity Cross Reference,ROUTERQUERY,0
IP_ROUTER,FunctionType,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,CPE,,,ROUTERQUERY,0
IP_ROUTER,AssociatedRouterName,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,CPE,,Associated Router Name,ROUTERQUERY,0
IP_ROUTER,AssociatedRouterUSID,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,CPE,,Associated Router USID,ROUTERQUERY,0
IP_ROUTER,CASEnabled,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,CPE,,CAS Enabled,ROUTERQUERY,0
IP_ROUTER,CascadedLinks,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,CPE,,Cascaded Links,ROUTERQUERY,0
IP_ROUTER,MissionCritical,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,CPE,,Dual Connection,ROUTERQUERY,0
IP_ROUTER,MCSArchitecture,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,CPE,,Dual CE Function Type,ROUTERQUERY,0
IP_ROUTER,RouterInBand,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,CPE,,OOBM Modem,ROUTERQUERY,0
IP_CHASSIS_MODULE ,ChassisType,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,CPE,,Router Type,ROUTERQUERY,0
IP_CHASSIS_MODULE ,RouterCards,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,CPE,,,ROUTERQUERY,0
IP_CHASSIS_MODULE ,CardNumber,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,CPE,,,ROUTERQUERY,0
IP_ROUTER,CSPFaultManagement,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,ServiceOptions,,CSP Fault Management,ROUTERQUERY,0
IP_ROUTER,CSPProjectManagement,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,ServiceOptions,,CSP Project Management,ROUTERQUERY,0
IP_ROUTER,CSPServiceManagement,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,ServiceOptions,,CSP Service Management,ROUTERQUERY,0
IP_ROUTER,SLAKeyCity,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,ServiceOptions,,Fault Management SLA Key City,ROUTERQUERY,0
IP_ROUTER,SLASCODRefNo,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,ServiceOptions,,Fault Management SCOD Ref. Number,ROUTERQUERY,0
IP_ROUTER,SLAEnterHours,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,ServiceOptions,,Fault Management SLA Enter Hours,ROUTERQUERY,0
IP_ROUTER,CommunityVPN,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,ServiceOptions,,Community Name,ROUTERQUERY,0
IP_ROUTER,NbVoiceChannel,IntranetConnect,INTRANET_CONNECT,ServiceOptions,,Voice Channels,ROUTERQUERY,0
IP_ROUTER,HoursCoverage,Managed CPE|IP VPN,MANAGED_ROUTER_CPE_LANAS|IP_VPN,ServiceOptions,,Hours of Coverage,ROUTERQUERY,0
IP_ROUTER,ResponseTime,Managed CPE|IP VPN,MANAGED_ROUTER_CPE_LANAS|IP_VPN,ServiceOptions,,Response Time,ROUTERQUERY,0
IP_ROUTER,VPNBridge,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,ServiceOptions,,VPN Bridge,ROUTERQUERY,0
IP_NAS_BACKUP,S_Type,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,VERSION,ServiceID,,,0
IP_NAS_BACKUP,NasBackupType,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,,,,NASBACKUPQUERY,0
IP_ROUTER,CustCode,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,VERSION,CustHandle,,NASBACKUPQUERY,0
IP_ROUTER,ServiceOrigin,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,,,,NASBACKUPQUERY,0
IP_ROUTER,ServiceStatus,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,,,,NASBACKUPQUERY,0
IP_ROUTER,ServiceSubStatus,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,,,,NASBACKUPQUERY,0
IP_ROUTER,ConfigStatus,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,,,,NASBACKUPQUERY,0
IP_NAS_BACKUP,CreationDate,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,VERSION,,,NASBACKUPQUERY,0
IP_NAS_BACKUP,LastModifDate,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,VERSION,OrdersentDate,,NASBACKUPQUERY,0
IP_ROUTER,Address1,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteInformation,Address1,,NASBACKUPQUERY,0
IP_ROUTER,Address2,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteInformation,Address2,,NASBACKUPQUERY,0
IP_ROUTER,Address3,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteInformation,Address3,,NASBACKUPQUERY,0
IP_ROUTER,CityCode,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteInformation,CityCode,,NASBACKUPQUERY,0
IP_ROUTER,CountryCode,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteInformation,CountryCode,,NASBACKUPQUERY,0
IP_ROUTER,PostalCode,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteInformation,PostalCode,,NASBACKUPQUERY,0
IP_ROUTER,StateCode,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteInformation,Statecode,,NASBACKUPQUERY,0
IP_ROUTER,CityName,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteInformation,CityName,,NASBACKUPQUERY,0
IP_ROUTER,ContactName,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteContact,ContactName,,NASBACKUPQUERY,0
IP_ROUTER,TelephoneNumber,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteContact,TelephoneNumber,,NASBACKUPQUERY,0
IP_ROUTER,FaxNumber,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteContact,FaxNumber,,NASBACKUPQUERY,0
IP_ROUTER,EmailAddress,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteContact,EmailAddress,,NASBACKUPQUERY,0
IP_ROUTER,CustomerLastModifDate,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,SiteInformation,LastModifDate,,NASBACKUPQUERY,0
IP_NAS_BACKUP,AccessType,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,NASBackup,,Dial Method,NASBACKUPQUERY,0
IP_NAS_BACKUP,USID,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,NASBackup,ID,,NASBACKUPQUERY,0
IP_NAS_BACKUP,RouterName,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,NASBackup,,Local Router Dual CE,NASBACKUPQUERY,0
IP_NAS_BACKUP,NASArchitecture,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,NASBackup,,Router Function,NASBACKUPQUERY,0
IP_NAS_BACKUP,AssociatedRouterName,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,NASBackup,,Associated Router Name,NASBACKUPQUERY,0
IP_NAS_BACKUP,AssociatedRouterUSID,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,NASBackup,,Associated Router USID,NASBACKUPQUERY,0
IP_NAS_BACKUP,BackupSpeed,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,NASBackup,,Backup Speed,NASBACKUPQUERY,0
IP_NAS_BACKUP,InterfaceType,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,NASBackup,,Line Type,NASBACKUPQUERY,0
IP_NAS_BACKUP,OOBModem,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,NASBackup,,OOBM,NASBACKUPQUERY,0
IP_NAS_BACKUP,NetworkCAS,LANAS|Managed CPE|IP VPN|Internet Direct|IntranetConnect,LAN_ACCESS|MANAGED_ROUTER_CPE_LANAS|IP_VPN|INTRANET_CONNECT|INTERNET_DIRECT_PURPLE,NASBackup,,Network CAS,NASBACKUPQUERY,0
